timestamp,load
 2022-05-24  00:30:00,0
 2022-05-24  01:00:00,0
 2022-05-24  01:30:00,0
 2022-05-24  02:00:00,0
 2022-05-24  02:30:00,0
 2022-05-24  03:00:00,0
 2022-05-24  03:30:00,0
 2022-05-24  04:00:00,0
 2022-05-24  04:30:00,0
 2022-05-24  05:00:00,0
 2022-05-24  05:30:00,0
 2022-05-24  06:00:00,0
 2022-05-24  06:30:00,0
 2022-05-24  07:00:00,0
 2022-05-24  07:30:00,0
 2022-05-24  08:00:00,0
 2022-05-24  08:30:00,0
 2022-05-24  09:00:00,0
 2022-05-24  09:30:00,43.46584866
 2022-05-24  10:00:00,101.0568157
 2022-05-24  10:30:00,286.4044692
 2022-05-24  11:00:00,156
 2022-05-24  11:30:00,166.4
 2022-05-24  12:00:00,341.6
 2022-05-24  12:30:00,254.4
 2022-05-24  13:00:00,115.2249973
 2022-05-24  13:30:00,71.20449424
 2022-05-24  14:00:00,312
 2022-05-24  14:30:00,280
 2022-05-24  15:00:00,171.2
 2022-05-24  15:30:00,308
 2022-05-24  16:00:00,337.6
 2022-05-24  16:30:00,194.4
 2022-05-24  17:00:00,170.4018779
 2022-05-24  17:30:00,28
 2022-05-24  18:00:00,0
 2022-05-24  18:30:00,0
 2022-05-24  19:00:00,0
 2022-05-24  19:30:00,155.2
 2022-05-24  20:00:00,247.2
 2022-05-24  20:30:00,80
 2022-05-24  21:00:00,36
 2022-05-24  21:30:00,246.4
 2022-05-24  22:00:00,100
 2022-05-24  22:30:00,21.6
 2022-05-24  23:00:00,244
 2022-05-24  23:30:00,166.4
 2022-05-25  00:00:00,15.2
 2022-05-25  00:30:00,140.8
 2022-05-25  01:00:00,246.4
 2022-05-25  01:30:00,26.4
 2022-05-25  02:00:00,65.6
 2022-05-25  02:30:00,248
 2022-05-25  03:00:00,110.4
 2022-05-25  03:30:00,16
 2022-05-25  04:00:00,208.8
 2022-05-25  04:30:00,192.8
 2022-05-25  05:00:00,15.2
 2022-05-25  05:30:00,140.8
 2022-05-25  06:00:00,188.8
 2022-05-25  06:30:00,16
 2022-05-25  07:00:00,205.6
 2022-05-25  07:30:00,196.806504
 2022-05-25  08:00:00,98.51700361
 2022-05-25  08:30:00,272.0952774
 2022-05-25  09:00:00,283.2180785
 2022-05-25  09:30:00,48.8
 2022-05-25  10:00:00,142.4202233
 2022-05-25  10:30:00,289.601105
 2022-05-25  11:00:00,55.2
 2022-05-25  11:30:00,52
 2022-05-25  12:00:00,272
 2022-05-25  12:30:00,128.8
 2022-05-25  13:00:00,57.62221794
 2022-05-25  13:30:00,147.2021739
 2022-05-25  14:00:00,279.2
 2022-05-25  14:30:00,59.2
 2022-05-25  15:00:00,48.8
 2022-05-25  15:30:00,221.6
 2022-05-25  16:00:00,253.6
 2022-05-25  16:30:00,145.6
 2022-05-25  17:00:00,106.4120294
 2022-05-25  17:30:00,234.4
 2022-05-25  18:00:00,9.6
 2022-05-25  18:30:00,16
 2022-05-25  19:00:00,232
 2022-05-25  19:30:00,128
 2022-05-25  20:00:00,15.2
 2022-05-25  20:30:00,125.6
 2022-05-25  21:00:00,249.6
 2022-05-25  21:30:00,19.2
 2022-05-25  22:00:00,20
 2022-05-25  22:30:00,245.6
 2022-05-25  23:00:00,144
 2022-05-25  23:30:00,16
 2022-05-26  00:00:00,168
 2022-05-26  00:30:00,248
 2022-05-26  01:00:00,15.2
 2022-05-26  01:30:00,55.2
 2022-05-26  02:00:00,244.8
 2022-05-26  02:30:00,147.2
 2022-05-26  03:00:00,16
 2022-05-26  03:30:00,157.6
 2022-05-26  04:00:00,153.6
 2022-05-26  04:30:00,22.4
 2022-05-26  05:00:00,248.8
 2022-05-26  05:30:00,111.2
 2022-05-26  06:00:00,34.4
 2022-05-26  06:30:00,246.4
 2022-05-26  07:00:00,72
 2022-05-26  07:30:00,149.6192501
 2022-05-26  08:00:00,273.6
 2022-05-26  08:30:00,252.8113921
 2022-05-26  09:00:00,48
 2022-05-26  09:30:00,120.8
 2022-05-26  10:00:00,303.2010554
 2022-05-26  10:30:00,164.8019417
 2022-05-26  11:00:00,195.2
 2022-05-26  11:30:00,207.2
 2022-05-26  12:00:00,402.4007952
 2022-05-26  12:30:00,308
 2022-05-26  13:00:00,96.8297475
 2022-05-26  13:30:00,60.80526293
 2022-05-26  14:00:00,227.2126757
 2022-05-26  14:30:00,197.6
 2022-05-26  15:00:00,56
 2022-05-26  15:30:00,57.6
 2022-05-26  16:00:00,241.6013245
 2022-05-26  16:30:00,205.6
 2022-05-26  17:00:00,36.8
 2022-05-26  17:30:00,19.2
 2022-05-26  18:00:00,236.8
 2022-05-26  18:30:00,123.2
 2022-05-26  19:00:00,15.2
 2022-05-26  19:30:00,156.8
 2022-05-26  20:00:00,152.8
 2022-05-26  20:30:00,15.2
 2022-05-26  21:00:00,228
 2022-05-26  21:30:00,216
 2022-05-26  22:00:00,16
 2022-05-26  22:30:00,62.4
 2022-05-26  23:00:00,247.2
 2022-05-26  23:30:00,79.2
 2022-05-27  00:00:00,47.2
 2022-05-27  00:30:00,248.8
 2022-05-27  01:00:00,88
 2022-05-27  01:30:00,68.8
 2022-05-27  02:00:00,246.4
 2022-05-27  02:30:00,84.8
 2022-05-27  03:00:00,52
 2022-05-27  03:30:00,244.8
 2022-05-27  04:00:00,129.6
 2022-05-27  04:30:00,16
 2022-05-27  05:00:00,224
 2022-05-27  05:30:00,149.6
 2022-05-27  06:00:00,15.2
 2022-05-27  06:30:00,238.4
 2022-05-27  07:00:00,202.4
 2022-05-27  07:30:00,65.67800241
 2022-05-27  08:00:00,204.8
 2022-05-27  08:30:00,272.8
 2022-05-27  09:00:00,101.6
 2022-05-27  09:30:00,103.2
 2022-05-27  10:00:00,276
 2022-05-27  10:30:00,68.00470572
 2022-05-27  11:00:00,81.61568477
 2022-05-27  11:30:00,158.4020202
 2022-05-27  12:00:00,165.6019324
 2022-05-27  12:30:00,49.6
 2022-05-27  13:00:00,49.6
 2022-05-27  13:30:00,164
 2022-05-27  14:00:00,200
 2022-05-27  14:30:00,48.8
 2022-05-27  15:00:00,16.8
 2022-05-27  15:30:00,126.4
 2022-05-27  16:00:00,122.4
 2022-05-27  16:30:00,4
 2022-05-27  17:00:00,26.4
 2022-05-27  17:30:00,234.4
 2022-05-27  18:00:00,78.4
 2022-05-27  18:30:00,16
 2022-05-27  19:00:00,49.6
 2022-05-27  19:30:00,244
 2022-05-27  20:00:00,69.6
 2022-05-27  20:30:00,16
 2022-05-27  21:00:00,126.4
 2022-05-27  21:30:00,212.8
 2022-05-27  22:00:00,16
 2022-05-27  22:30:00,56.8
 2022-05-27  23:00:00,248
 2022-05-27  23:30:00,74.4
 2022-05-28  00:00:00,15.2
 2022-05-28  00:30:00,210.4
 2022-05-28  01:00:00,170.4
 2022-05-28  01:30:00,16
 2022-05-28  02:00:00,106.4
 2022-05-28  02:30:00,252
 2022-05-28  03:00:00,24.8
 2022-05-28  03:30:00,28.8
 2022-05-28  04:00:00,244
 2022-05-28  04:30:00,63.2
 2022-05-28  05:00:00,55.2
 2022-05-28  05:30:00,248.8
 2022-05-28  06:00:00,88
 2022-05-28  06:30:00,15.2
 2022-05-28  07:00:00,239.2
 2022-05-28  07:30:00,164
 2022-05-28  08:00:00,4
 2022-05-28  08:30:00,24.8
 2022-05-28  09:00:00,233.6
 2022-05-28  09:30:00,56.8
 2022-05-28  10:00:00,3.2
 2022-05-28  10:30:00,27.2
 2022-05-28  11:00:00,236
 2022-05-28  11:30:00,17.6
 2022-05-28  12:00:00,4
 2022-05-28  12:30:00,3.2
 2022-05-28  13:00:00,206.4
 2022-05-28  13:30:00,58.4
 2022-05-28  14:00:00,3.2
 2022-05-28  14:30:00,4
 2022-05-28  15:00:00,149.6
 2022-05-28  15:30:00,124.8
 2022-05-28  16:00:00,3.2
 2022-05-28  16:30:00,4
 2022-05-28  17:00:00,168
 2022-05-28  17:30:00,100
 2022-05-28  18:00:00,8.8
 2022-05-28  18:30:00,69.6
 2022-05-28  19:00:00,220.8
 2022-05-28  19:30:00,15.2
 2022-05-28  20:00:00,16
 2022-05-28  20:30:00,212
 2022-05-28  21:00:00,136.8
 2022-05-28  21:30:00,15.2
 2022-05-28  22:00:00,21.6
 2022-05-28  22:30:00,246.4
 2022-05-28  23:00:00,34.4
 2022-05-28  23:30:00,15.2
 2022-05-29  00:00:00,236
 2022-05-29  00:30:00,124.8
 2022-05-29  01:00:00,16
 2022-05-29  01:30:00,87.2
 2022-05-29  02:00:00,252.8
 2022-05-29  02:30:00,18.4
 2022-05-29  03:00:00,16
 2022-05-29  03:30:00,195.2
 2022-05-29  04:00:00,180.8
 2022-05-29  04:30:00,16
 2022-05-29  05:00:00,66.4
 2022-05-29  05:30:00,246.4
 2022-05-29  06:00:00,100
 2022-05-29  06:30:00,16
 2022-05-29  07:00:00,144.8
 2022-05-29  07:30:00,228.8
 2022-05-29  08:00:00,4
 2022-05-29  08:30:00,3.2
 2022-05-29  09:00:00,232.8
 2022-05-29  09:30:00,55.2
 2022-05-29  10:00:00,3.2
 2022-05-29  10:30:00,120
 2022-05-29  11:00:00,146.4
 2022-05-29  11:30:00,4
 2022-05-29  12:00:00,3.2
 2022-05-29  12:30:00,228
 2022-05-29  13:00:00,62.4
 2022-05-29  13:30:00,3.2
 2022-05-29  14:00:00,4
 2022-05-29  14:30:00,215.2
 2022-05-29  15:00:00,69.6
 2022-05-29  15:30:00,4
 2022-05-29  16:00:00,108
 2022-05-29  16:30:00,218.4
 2022-05-29  17:00:00,4
 2022-05-29  17:30:00,37.6
 2022-05-29  18:00:00,237.6
 2022-05-29  18:30:00,36
 2022-05-29  19:00:00,15.2
 2022-05-29  19:30:00,240
 2022-05-29  20:00:00,60
 2022-05-29  20:30:00,16.8
 2022-05-29  21:00:00,248.8
 2022-05-29  21:30:00,95.2
 2022-05-29  22:00:00,16
 2022-05-29  22:30:00,180.8
 2022-05-29  23:00:00,164.8
 2022-05-29  23:30:00,15.2
 2022-05-30  00:00:00,115.2
 2022-05-30  00:30:00,211.2
 2022-05-30  01:00:00,15.2
 2022-05-30  01:30:00,93.6
 2022-05-30  02:00:00,229.6
 2022-05-30  02:30:00,15.2
